scenario,window,mean,std,ci95,n
RED6 High (dr6=1.00),tier_high_3yr,0.7400197414083044,0.011802920972592116,0.0016457802323791553,200
RED6 High (dr6=1.00),tier_spread_3yr,0.09793115891375347,0.019224377953865383,0.0026806162042198965,200
SMD3 High (ds3=1.00),3,0.68586,0.006383603997742931,0.0008901194285057196,200
SMD3 High (ds3=1.00),6,0.7994050000000001,0.005470006855571574,0.0007627289189500586,200
SMD3 High (ds3=1.00),9,0.8208999999999999,0.005323532661682459,0.0007423047939884359,200
SMD3 High (ds3=1.00),tier_low_3yr,0.6402234143060188,0.014843270714325042,0.0020697216885731313,200
SMD3 High (ds3=1.00),tier_high_3yr,0.7400367535980178,0.012778059851628014,0.0017817520223003408,200
SMD3 High (ds3=1.00),tier_spread_3yr,0.09981333929199888,0.020937633874695945,0.0029195098419945668,200
SMD6 High (ds6=0.60),3,0.68629,0.006787923099151867,0.0009464970308142769,200
SMD6 High (ds6=0.60),6,0.7988500000000001,0.005614044887601099,0.0007828133494376861,200
SMD6 High (ds6=0.60),9,0.8202699999999998,0.005606879702651011,0.0007818142476238572,200
SMD6 High (ds6=0.60),tier_low_3yr,0.6410781741388341,0.01415539354196967,0.0019738052069499627,200
SMD6 High (ds6=0.60),tier_high_3yr,0.7390545508301563,0.011848572573589096,0.0016521458178703873,200
SMD6 High (ds6=0.60),tier_spread_3yr,0.09797637669132211,0.017364864247160265,0.002421328617067538,200
All LOW  (best case),3,0.514075,0.00645053292372034,0.0008994518898179465,200
All LOW  (best case),6,0.61893,0.005897889453016228,0.0008223921770781695,200
All LOW  (best case),9,0.6377200000000001,0.005753398995376564,0.000802244661094374,200
All LOW  (best case),tier_low_3yr,0.45790214758735714,0.01189823835274554,0.0016590711338791272,200
All LOW  (best case),tier_high_3yr,0.5819593883095203,0.012314759617373548,0.001717150186113923,200
All LOW  (best case),tier_spread_3yr,0.12405724072216312,0.017375967305409933,0.0024228768095724855,200
All HIGH (worst case),3,0.78512,0.007878172376890475,0.0010985196287656206,200
All HIGH (worst case),6,0.8800749999999999,0.006066248840923034,0.0008458679381373089,200
All HIGH (worst case),9,0.89936,0.005760243050427652,0.000803198985073883,200
All HIGH (worst case),tier_low_3yr,0.6907096737608568,0.017963253562137464,0.002504767056428714,200
All HIGH (worst case),tier_high_3yr,0.8867987206684006,0.011632205223707481,0.0016219759041520528,200
All HIGH (worst case),tier_spread_3yr,0.19608904690754383,0.021608996723122924,0.0030131235929686385,200
