scenario,window,mean,std,ci95,n
SMD3 Low (ds3=0.50),tier_spread_3yr,0.09965561746970829,0.017949921636209922,0.0025029080742155784,200
SMD6 Low (ds6=0.10),3,0.68601,0.006519194735548213,0.0009090259819336233,200
SMD6 Low (ds6=0.10),6,0.798435,0.005868200320370804,0.0008182523723859426,200
SMD6 Low (ds6=0.10),9,0.81965,0.0056140448876010815,0.0007828133494376837,200
SMD6 Low (ds6=0.10),tier_low_3yr,0.6419304225908273,0.013526944745285284,0.0018861753220216998,200
SMD6 Low (ds6=0.10),tier_high_3yr,0.7393302518476673,0.011798455082801236,0.001645157515921519,200
SMD6 Low (ds6=0.10),tier_spread_3yr,0.09739982925684007,0.017876672598778134,0.002492694346772518,200
SMI High (a=2.00),3,0.756545,0.006500613432592348,0.0009064350350682141,200
SMI High (a=2.00),6,0.84807,0.005287258268706008,0.0007372467512343731,200
SMI High (a=2.00),9,0.86669,0.005137499391727462,0.0007163646153692828,200
SMI High (a=2.00),tier_low_3yr,0.7281865328626048,0.01308002137819442,0.0018238570497351625,200
SMI High (a=2.00),tier_high_3yr,0.7902181939956108,0.012400603733622707,0.0017291201509994794,200
SMI High (a=2.00),tier_spread_3yr,0.06203166113300604,0.017687170722316205,0.0024662705112656956,200
RCS High (g=3.00),3,0.708835,0.007188029980460577,0.0010022872879570505,200
RCS High (g=3.00),6,0.82207,0.006024541476328294,0.0008400523305979509,200
RCS High (g=3.00),9,0.84233,0.005700096490411374,0.0007948122459141225,200
RCS High (g=3.00),tier_low_3yr,0.6142302918467215,0.01565997686650069,0.002183601875014635,200
RCS High (g=3.00),tier_high_3yr,0.8138480952612972,0.01353531727771651,0.0018873427744177855,200
RCS High (g=3.00),tier_spread_3yr,0.19961780341457566,0.02102276130175032,0.0029313798728966395,200
RED3 High (dr3=1.00),3,0.6872499999999999,0.006952517529643452,0.0009694478122938607,200
RED3 High (dr3=1.00),6,0.806115,0.006015128843175331,0.0008387398482375458,200
RED3 High (dr3=1.00),9,0.8265250000000001,0.0058557130223398065,0.0008165111637221748,200
RED3 High (dr3=1.00),tier_low_3yr,0.6437799955906519,0.015073816314069989,0.0021018685945469414,200
RED3 High (dr3=1.00),tier_high_3yr,0.7400258004877813,0.014073531453804173,0.001962390489627284,200
RED3 High (dr3=1.00),tier_spread_3yr,0.09624580489712939,0.020967075099274413,0.002923615078786442,200
RED6 High (dr6=1.00),3,0.68593,0.006200411276681535,0.0008645753314352822,200
RED6 High (dr6=1.00),6,0.7993950000000001,0.005145772536752868,0.0007175182093460649,200
RED6 High (dr6=1.00),9,0.8252449999999999,0.004830628841051653,0.000673575081543349,200
RED6 High (dr6=1.00),tier_low_3yr,0.6415687226015437,0.014246408351587697,0.001986496164965435,200
RED6 High (dr6=1.00),tier_high_3yr,0.73889849914246,0.012658489440002774,0.0017650793172735747,200
RED6 High (dr6=1.00),tier_spread_3yr,0.09732977654091637,0.018738502343837195,0.0026128664941069135,200
SMD3 High (ds3=1.00),3,0.6876349999999999,0.006884168431989406,0.0009599173245373813,200
SMD3 High (ds3=1.00),6,0.800725,0.006011603363496293,0.0008382482610466386,200
SMD3 High (ds3=1.00),9,0.8220449999999999,0.005820049398415786,0.0008115382856180639,200
SMD3 High (ds3=1.00),tier_low_3yr,0.6439553888918812,0.014410439467488345,0.002009368398768513,200
SMD3 High (ds3=1.00),tier_high_3yr,0.7416764125581173,0.012666104161814778,0.0017661411017811865,200
SMD3 High (ds3=1.00),tier_spread_3yr,0.09772102366623626,0.01864981405139802,0.002600499941888289,200
SMD6 High (ds6=0.60),3,0.6859299999999999,0.006978903925402575,0.0009731270886903508,200
SMD6 High (ds6=0.60),6,0.79829,0.005553008193763091,0.0007743024914558665,200
SMD6 High (ds6=0.60),9,0.819905,0.005452153244361338,0.0007602394402460479,200
SMD6 High (ds6=0.60),tier_low_3yr,0.6418099573197726,0.014707205159572682,0.0020507489274372106,200
SMD6 High (ds6=0.60),tier_high_3yr,0.7397246305461678,0.012438629319989396,0.0017344223773307615,200
SMD6 High (ds6=0.60),tier_spread_3yr,0.09791467322639522,0.019715181652034695,0.002749053078981775,200
All LOW  (best case),3,0.514315,0.0059687331151593685,0.0008322705028769504,200
All LOW  (best case),6,0.6192350000000001,0.005847202322478679,0.000815324445482878,200
All LOW  (best case),9,0.63802,0.005663002737064503,0.0007896399528737141,200
All LOW  (best case),tier_low_3yr,0.45826147123360955,0.012671207744621438,0.0017668527371227274,200
All LOW  (best case),tier_high_3yr,0.5808521720835077,0.012239623850726234,0.0017066733761971278,200
All LOW  (best case),tier_spread_3yr,0.12259070084989812,0.018002421207819842,0.0025102285296659385,200
All HIGH (worst case),3,0.7857249999999999,0.0075245847061482475,0.0010492159351907964,200
All HIGH (worst case),6,0.880515,0.006143270708669777,0.0008566077429443448,200
All HIGH (worst case),9,0.8996500000000001,0.005596204070617873,0.0007803256547400202,200
All HIGH (worst case),tier_low_3yr,0.6929958811505037,0.017606867096494696,0.0024550731034145112,200
All HIGH (worst case),tier_high_3yr,0.8872666347342146,0.010448727758264921,0.0014569537183207269,200
All HIGH (worst case),tier_spread_3yr,0.19427075358371085,0.02014868992662168,0.0028095007724421306,200
