scenario,window,mean,std,ci95,n
OFF Drug High,9,0.82562,0.0062917088298807995,0.0008773057147589397,200
OFF Drug High,tier_low_3yr,0.5357107401348655,0.015695259198124444,0.002188521586336388,200
OFF Drug High,tier_high_3yr,0.9249507835198983,0.014750959898976635,0.0020568500176123584,200
OFF Drug High,tier_spread_3yr,0.3892400433850328,0.022319321847025585,0.0031121701806900957,200
OFF Property High,3,0.7172999999999999,0.007777531742140312,0.0010844864612445868,200
OFF Property High,6,0.80877,0.00650131525154715,0.0009065328955694582,200
OFF Property High,9,0.82435,0.006431757147156595,0.0008968338258668335,200
OFF Property High,tier_low_3yr,0.5491320514660571,0.01618877364852111,0.0022573364440095322,200
OFF Property High,tier_high_3yr,0.918554917787558,0.01641324831717287,0.002288636829159514,200
OFF Property High,tier_spread_3yr,0.36942286632150084,0.022954453537806757,0.003200731917574761,200
OFF Other High,3,0.7196899999999999,0.00724112560310896,0.001009690855801272,200
OFF Other High,6,0.8133500000000001,0.006321194507369594,0.0008814171499928154,200
OFF Other High,9,0.8292449999999999,0.005891092852773585,0.0008214444701204852,200
OFF Other High,tier_low_3yr,0.5336377260663874,0.01735728068740859,0.0024202711777472755,200
OFF Other High,tier_high_3yr,0.9398462120243737,0.012504542625734215,0.001743613222198527,200
OFF Other High,tier_spread_3yr,0.40620848595798636,0.02175195633107619,0.003033057649745305,200
All LOW  (best case),3,0.465005,0.006045243998384172,0.0008429390568277609,200
All LOW  (best case),6,0.601425,0.005872339823273179,0.0008188295779831354,200
All LOW  (best case),9,0.6376000000000001,0.005877924803874243,0.0008196083386554127,200
All LOW  (best case),tier_low_3yr,0.4379895709686753,0.01060217937046259,0.0014783507632190262,200
All LOW  (best case),tier_high_3yr,0.4846670983564925,0.016414376409313355,0.00228879412850511,200
All LOW  (best case),tier_spread_3yr,0.04667752738781728,0.020273985042398125,0.0028269717209672774,200
All HIGH (worst case),3,0.77217,0.008693739126520886,0.0012122409387569618,200
All HIGH (worst case),6,0.8185849999999999,0.008566958328368332,0.0011945628290814633,200
All HIGH (worst case),9,0.8251900000000001,0.008255537535497,0.001151138816834864,200
All HIGH (worst case),tier_low_3yr,0.3959959264768687,0.02326138737698126,0.003243530276246708,200
All HIGH (worst case),tier_high_3yr,1.0,0.0,0.0,200
All HIGH (worst case),tier_spread_3yr,0.6040040735231312,0.02326138737698126,0.003243530276246708,200
